,Unnamed: 0,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
2256,2385,2020-05-07,"Even after all of this, the #BlueLivesMatter folks will still bury their heads in the sand, THIS IS WHAT WE'VE BEEN TRYING TO TELL Y'ALL! Why #Kaep was kneeling. The police lie and get away with it all the time. He was running away, unarmed and a vet. #SeanReed #BlackLivesMatter https://t.co/fAUdBiP10H",even folks still bury heads sand weve trying tell yall kneeling police lie get away time running away unarmed vet ,1,en,"['even', 'folks', 'still', 'bury', 'heads', 'sand', 'weve', 'trying', 'tell', 'yall', 'kneeling', 'police', 'lie', 'get', 'away', 'time', 'running', 'away', 'unarmed', 'vet']","[('even', 'RB'), ('folks', 'NNS'), ('still', 'RB'), ('bury', 'VBP'), ('heads', 'NNS'), ('sand', 'VBP'), ('weve', 'VB'), ('trying', 'VBG'), ('tell', 'VB'), ('yall', 'RB'), ('kneeling', 'VBG'), ('police', 'NNS'), ('lie', 'VBD'), ('get', 'VB'), ('away', 'JJ'), ('time', 'NN'), ('running', 'VBG'), ('away', 'RB'), ('unarmed', 'JJ'), ('vet', 'NN')]", even folk still bury head sand weve try tell yall kneel police lie get away time run away unarmed vet,0.40828368
2257,2386,2020-05-07,"Rest In Peace: Sergeant Raymond Scholwinski. Harris County Sheriff's Office, Texas. (Covid-19)  @SheriffEd_HCSO @HCSOTexas @PoliceOne @ODMP #BlueLivesMatter #officerdown https://t.co/TzkyU0JYuv",rest peace sergeant raymond scholwinski harris county sheriffs office texas covid ,1,en,"['rest', 'peace', 'sergeant', 'raymond', 'scholwinski', 'harris', 'county', 'sheriffs', 'office', 'texas', 'covid']","[('rest', 'VB'), ('peace', 'NN'), ('sergeant', 'JJ'), ('raymond', 'NN'), ('scholwinski', 'JJ'), ('harris', 'JJ'), ('county', 'NN'), ('sheriffs', 'NNS'), ('office', 'NN'), ('texas', 'NN'), ('covid', 'NN')]", rest peace sergeant raymond scholwinski harris county sheriff office texas covid,0.11733084
2258,2387,2020-05-07,"This is why #BlueLivesMatter was trending last week. Blue is a job, not a uniform.

#BlackLivesMatter
#WeAllShould https://t.co/KvCZRNPW6o",trending last week blue job uniform ,1,en,"['trending', 'last', 'week', 'blue', 'job', 'uniform']","[('trending', 'VBG'), ('last', 'JJ'), ('week', 'NN'), ('blue', 'JJ'), ('job', 'NN'), ('uniform', 'NN')]", trend last week blue job uniform,0.08187889
2259,2389,2020-05-07,"UPDATE: LeBron James, other athletes speak out on Ahmaud Arbery shooting https://t.co/MGGhUFqv4d #veterans #bluelivesmatter #hillaryemails #latinos #MAGA",update lebron james athletes speak ahmaud arbery shooting ,1,en,"['update', 'lebron', 'james', 'athletes', 'speak', 'ahmaud', 'arbery', 'shooting']","[('update', 'JJ'), ('lebron', 'NN'), ('james', 'NNS'), ('athletes', 'VBZ'), ('speak', 'JJ'), ('ahmaud', 'JJ'), ('arbery', 'NN'), ('shooting', 'NN')]", update lebron james athletes speak ahmaud arbery shooting,0.20097813
2260,2390,2020-05-07,"UPDATE: Axl Rose, Steve Mnuchin ignite wild feud on Twitter https://t.co/5GguvNzm9F #veterans #bluelivesmatter #hillaryemails #latinos #MAGA",update axl rose steve mnuchin ignite wild feud twitter ,1,en,"['update', 'axl', 'rose', 'steve', 'mnuchin', 'ignite', 'wild', 'feud', 'twitter']","[('update', 'JJ'), ('axl', 'NN'), ('rose', 'VBD'), ('steve', 'NNS'), ('mnuchin', 'JJ'), ('ignite', 'JJ'), ('wild', 'JJ'), ('feud', 'NN'), ('twitter', 'NN')]", update axl rise steve mnuchin ignite wild feud twitter,0.18180759
2261,2391,2020-05-07,UPDATE: Graham says Mueller probe ‘scope memo’ shows investigation ‘was illegitimate to begin with’ https://t.co/ohdLSBioSV #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update graham says mueller probe ‘scope memo’ shows investigation ‘was illegitimate begin with’ ,1,en,"['update', 'graham', 'says', 'mueller', 'probe', 'scope', 'memo', 'shows', 'investigation', 'illegitimate', 'begin']","[('update', 'JJ'), ('graham', 'NN'), ('says', 'VBZ'), ('mueller', 'NN'), ('probe', 'NN'), ('scope', 'NN'), ('memo', 'NN'), ('shows', 'VBZ'), ('investigation', 'NN'), ('illegitimate', 'NN'), ('begin', 'NN')]", update graham say mueller probe scope memo show investigation illegitimate begin,0.13052034
2262,2392,2020-05-07,UPDATE: Three US Marines subdue disruptive passenger on Japan-to-Texas flight: report https://t.co/NDNLYvqpu7 #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update three us marines subdue disruptive passenger japantotexas flight report ,1,en,"['update', 'three', 'marines', 'subdue', 'disruptive', 'passenger', 'japantotexas', 'flight', 'report']","[('update', 'JJ'), ('three', 'CD'), ('marines', 'NNS'), ('subdue', 'JJ'), ('disruptive', 'JJ'), ('passenger', 'NN'), ('japantotexas', 'NN'), ('flight', 'NN'), ('report', 'NN')]", update three marine subdue disruptive passenger japantotexas flight report,0.26057008
2263,2393,2020-05-07,"Rest In Peace: Sergeant Lionel Q. Martinez. Alamo Colleges Police Department, Texas. End of Watch Tuesday, May 5, 2020.  @AlamoColleges1 @AlamoCollegesPD @PoliceOne 
@ODMP #BlueLivesMatter #officerdown https://t.co/IyROkSXCUz",rest peace sergeant lionel q martinez alamo colleges police department texas end watch tuesday may ,1,en,"['rest', 'peace', 'sergeant', 'lionel', 'martinez', 'alamo', 'colleges', 'police', 'department', 'texas', 'end', 'watch', 'tuesday', 'may']","[('rest', 'VB'), ('peace', 'NN'), ('sergeant', 'JJ'), ('lionel', 'NN'), ('martinez', 'NN'), ('alamo', 'NN'), ('colleges', 'NNS'), ('police', 'VBP'), ('department', 'NN'), ('texas', 'JJ'), ('end', 'NN'), ('watch', 'NN'), ('tuesday', 'NN'), ('may', 'MD')]", rest peace sergeant lionel martinez alamo college police department texas end watch tuesday may,0.1833588
2264,2394,2020-05-07,Ppl that support the whole #BlueLivesMatter are literally supporting an opposition to #BlackLivesMatter which is uncomfortable 🥴🥴🥴,ppl support whole literally supporting opposition uncomfortable ,1,en,"['ppl', 'support', 'whole', 'literally', 'supporting', 'opposition', 'uncomfortable']","[('ppl', 'JJ'), ('support', 'NN'), ('whole', 'VBD'), ('literally', 'RB'), ('supporting', 'VBG'), ('opposition', 'NN'), ('uncomfortable', 'JJ')]", ppl support whole literally support opposition uncomfortable,0.19284424
2265,2395,2020-05-07,all i’m gonna say is that the comments make me sick acting like cops are just here to make the world worse when they put their life on the line everyday for ungrateful people. #BlueLivesMatter https://t.co/A6PHZ9QIE2,i’m gonna say comments make sick acting like cops make world worse put life line everyday ungrateful people ,1,en,"['gon', 'say', 'comments', 'make', 'sick', 'acting', 'like', 'cops', 'make', 'world', 'worse', 'put', 'life', 'line', 'everyday', 'ungrateful', 'people']","[('gon', 'NNS'), ('say', 'VBP'), ('comments', 'NNS'), ('make', 'VBP'), ('sick', 'JJ'), ('acting', 'VBG'), ('like', 'IN'), ('cops', 'NNS'), ('make', 'VBP'), ('world', 'NN'), ('worse', 'NN'), ('put', 'VBD'), ('life', 'NN'), ('line', 'NN'), ('everyday', 'JJ'), ('ungrateful', 'JJ'), ('people', 'NNS')]", gon say comment make sick act like cop make world worse put life line everyday ungrateful people,0.722627
2266,2396,2020-05-07,"#Police kill #BlackPeople all the time and when you say #BlackLivesMatter you get attacked by people screaming #BlueLivesMatter or #AllLivesMatter

But nobody would say shit if ya stopped killen #Black people cause last time I checked ALL includes #BlackLives &lt;-------------- 💯💯",kill time say get attacked people screaming nobody would say shit ya stopped killen people cause last time checked includes lt ,1,en,"['kill', 'time', 'say', 'get', 'attacked', 'people', 'screaming', 'nobody', 'would', 'say', 'shit', 'stopped', 'killen', 'people', 'cause', 'last', 'time', 'checked', 'includes']","[('kill', 'JJ'), ('time', 'NN'), ('say', 'VBP'), ('get', 'VB'), ('attacked', 'JJ'), ('people', 'NNS'), ('screaming', 'VBG'), ('nobody', 'NN'), ('would', 'MD'), ('say', 'VB'), ('shit', 'NN'), ('stopped', 'VBD'), ('killen', 'VBN'), ('people', 'NNS'), ('cause', 'IN'), ('last', 'JJ'), ('time', 'NN'), ('checked', 'VBD'), ('includes', 'VBZ')]", kill time say get attacked people scream nobody would say shit stop killen people cause last time check include,0.9198098
2267,2398,2020-05-07,UPDATE: Joe Biden Promises to Restore Funds to Palestinians that Were Cut Because of Terror https://t.co/dwpwGEQPvy #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update joe biden promises restore funds palestinians cut terror ,1,en,"['update', 'joe', 'biden', 'promises', 'restore', 'funds', 'palestinians', 'cut', 'terror']","[('update', 'JJ'), ('joe', 'NN'), ('biden', 'NN'), ('promises', 'VBZ'), ('restore', 'VB'), ('funds', 'NNS'), ('palestinians', 'VBZ'), ('cut', 'VBN'), ('terror', 'NN')]", update joe biden promise restore fund palestinians cut terror,0.32683197
2268,2399,2020-05-07,UPDATE: California Sheriff: ‘I Refuse to Make Criminals Out of Business Owners’ https://t.co/NWJMRGHzSN #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update california sheriff ‘i refuse make criminals business owners’ ,1,en,"['update', 'california', 'sheriff', 'refuse', 'make', 'criminals', 'business', 'owners']","[('update', 'JJ'), ('california', 'NN'), ('sheriff', 'NN'), ('refuse', 'NN'), ('make', 'VBP'), ('criminals', 'NNS'), ('business', 'NN'), ('owners', 'NNS')]", update california sheriff refuse make criminal business owner,0.18724209
2269,2400,2020-05-07,UPDATE: Coulter: Lab Theory of Wuhan Virus Cooked Up in a Neocon Lab https://t.co/VUijYq3oFI #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update coulter lab theory wuhan virus cooked neocon lab ,1,en,"['update', 'coulter', 'lab', 'theory', 'wuhan', 'virus', 'cooked', 'neocon', 'lab']","[('update', 'JJ'), ('coulter', 'NN'), ('lab', 'NN'), ('theory', 'NN'), ('wuhan', 'NN'), ('virus', 'NN'), ('cooked', 'VBD'), ('neocon', 'JJ'), ('lab', 'NN')]", update coulter lab theory wuhan virus cook neocon lab,0.2732374
2270,2401,2020-05-07,"UPDATE: Trans Group Back Biden: Trump’s Base White Supremacists, Homophobes https://t.co/L5KPrk7EGM #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions",update trans group back biden trump’s base white supremacists homophobes ,1,en,"['update', 'trans', 'group', 'back', 'biden', 'trump', 'base', 'white', 'supremacists', 'homophobes']","[('update', 'JJ'), ('trans', 'NNS'), ('group', 'NN'), ('back', 'RB'), ('biden', 'JJ'), ('trump', 'NN'), ('base', 'NN'), ('white', 'JJ'), ('supremacists', 'NNS'), ('homophobes', 'NNS')]", update trans group back biden trump base white supremacist homophobe,0.7688151
2271,2402,2020-05-07,@BlondeinBklyn @mhoptman @PostOpinions So much for #BlueLivesMatter from them I guess. 🤔 https://t.co/qcQ6NjZvAW,much guess ,1,en,"['much', 'guess']","[('much', 'JJ'), ('guess', 'NN')]", much guess,0.05388283
2272,2403,2020-05-07,UPDATE: Viral Video Shows Unarmed Black Jogger Being Shot To Death By Two White Men https://t.co/Wbv2BXjE6Y #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update viral video shows unarmed black jogger shot death two white men ,1,en,"['update', 'viral', 'video', 'shows', 'unarmed', 'black', 'jogger', 'shot', 'death', 'two', 'white', 'men']","[('update', 'JJ'), ('viral', 'JJ'), ('video', 'NN'), ('shows', 'NNS'), ('unarmed', 'VBD'), ('black', 'JJ'), ('jogger', 'NN'), ('shot', 'JJ'), ('death', 'NN'), ('two', 'CD'), ('white', 'JJ'), ('men', 'NNS')]", update viral video show unarm black jogger shot death two white men,0.76828367
